Total Area,Average Area,Std of Area,Average Diameter,Std of Diameter,Ratio of particles
8611.689600000002,36.18356974789916,60.51256230898186,7.19798319327731,5.086650443977189,0.035645604133605964
No.,Area,Diameter,Location
1,3.1679999999999997,3.12,"[894.6, 2044.830303030303]"
2,3.6864,4.32,"[14.861979166666666, 2043.6302083333333]"
3,0.8639999999999999,2.6399999999999997,"[737.0888888888888, 2034.411111111111]"
4,24.3936,6.4799999999999995,"[207.5297127115309, 2038.259346713892]"
5,10.367999999999999,5.52,"[395.65277777777777, 2033.310185185185]"
6,2.6208,3.36,"[1141.4468864468863, 2024.4652014652013]"
7,0.9216,2.16,"[1614.3229166666665, 1997.75]"
8,3.4559999999999995,3.12,"[67.6861111111111, 1989.961111111111]"
9,41.2128,10.32,"[1118.6370836245048, 1985.8364779874214]"
10,119.7216,14.879999999999999,"[462.578462031914, 1991.9973538609574]"
11,67.3344,12.719999999999999,"[1923.0145423438837, 1997.3540062731677]"
12,94.08959999999999,13.68,"[1987.169676563616, 1986.2076318742984]"
13,76.5792,13.2,"[1850.5690109063557, 1982.3770841168357]"
14,0.8351999999999999,2.6399999999999997,"[1712.83908045977, 1951.5747126436781]"
15,79.92,11.76,"[238.59939939939937, 1972.5927927927928]"
16,6.134399999999999,5.279999999999999,"[2040.302034428795, 1951.9843505477306]"
17,2.6208,3.84,"[1711.040293040293, 1943.2197802197802]"
18,2.9663999999999997,3.5999999999999996,"[1751.5436893203882, 1937.566343042071]"
19,28.4256,8.879999999999999,"[444.9560959135427, 1934.012833502195]"
20,36.3744,12.48,"[1923.84032726313, 1923.9717603589336]"
21,70.90559999999999,11.52,"[1430.7026807473599, 1934.365421066883]"
22,116.26559999999999,13.92,"[1251.5229130542482, 1920.5122615803814]"
23,0.8927999999999999,2.88,"[551.4408602150537, 1889.0752688172042]"
24,84.52799999999999,14.879999999999999,"[586.1802385008518, 1903.5181147075523]"
25,0.5471999999999999,1.44,"[1508.5964912280701, 1878.9298245614034]"
26,9.7632,4.8,"[790.8230088495575, 1868.6411012782692]"
27,29.663999999999998,7.92,"[273.7980582524272, 1869.2233009708739]"
28,30.0672,10.799999999999999,"[1514.9265644955299, 1858.5028735632184]"
29,5.097599999999999,5.279999999999999,"[483.9303201506591, 1834.734463276836]"
30,24.796799999999998,8.16,"[30.48935346496322, 1809.5214866434378]"
31,301.5936,24.72,"[1669.1816908581611, 1833.719410491469]"
32,34.0416,8.879999999999999,"[1132.3869148336153, 1780.36717428088]"
33,6.4224,6.24,"[2036.3796711509715, 1773.420029895366]"
34,4.032,5.279999999999999,"[647.2380952380952, 1773.7714285714285]"
35,177.52319999999997,16.8,"[998.8052130651092, 1788.659366212416]"
36,129.0816,14.639999999999999,"[699.5875353264911, 1745.1930685705786]"
37,55.0368,10.559999999999999,"[301.85696842839695, 1734.9661608233034]"
38,2.0736,3.5999999999999996,"[102.25, 1712.2083333333333]"
39,97.74719999999999,13.2,"[1385.9179925358474, 1724.83726183461]"
40,9.302399999999999,5.52,"[840.6769865841072, 1694.733746130031]"
41,9.1296,6.0,"[1288.3690851735016, 1670.2712933753944]"
42,15.5808,6.96,"[1802.272335181762, 1660.6555760936537]"
43,52.358399999999996,12.0,"[1851.8535020168683, 1662.7530253025302]"
44,6.134399999999999,4.32,"[1823.4413145539907, 1646.0422535211267]"
45,2.3327999999999998,3.12,"[1160.9958847736625, 1640.2345679012346]"
46,0.9503999999999999,2.6399999999999997,"[1806.2222222222222, 1641.3535353535353]"
47,2.1024,4.8,"[1498.4063926940637, 1639.689497716895]"
48,10.8288,6.96,"[284.06382978723406, 1639.3218085106382]"
49,6.3648,5.76,"[1842.2141779788838, 1631.6093514328807]"
50,0.576,1.68,"[1440.45, 1625.9666666666667]"
51,0.6623999999999999,2.6399999999999997,"[1451.6811594202898, 1626.5072463768115]"
52,26.496,8.4,"[1125.3003623188406, 1627.4913043478261]"
53,82.4256,12.48,"[1550.7639180060562, 1626.5023293733984]"
54,7.0847999999999995,6.4799999999999995,"[1164.9119241192411, 1608.892953929539]"
55,316.94399999999996,24.72,"[860.7164925034075, 1607.2709677419355]"
56,2.5919999999999996,3.36,"[167.08148148148146, 1563.5370370370367]"
57,47.001599999999996,8.879999999999999,"[1033.199754901961, 1545.7608251633985]"
58,49.04639999999999,10.559999999999999,"[489.91309453904876, 1544.9839498923468]"
59,6.0767999999999995,5.279999999999999,"[1969.1516587677725, 1525.9573459715639]"
60,159.52319999999997,18.0,"[1528.8948667027742, 1536.302280796774]"
61,0.5471999999999999,2.16,"[1157.7543859649122, 1509.5087719298244]"
62,22.406399999999998,7.4399999999999995,"[256.67095115681235, 1518.8766066838045]"
63,1.2096,1.68,"[1295.2301587301586, 1505.420634920635]"
64,1.3247999999999998,1.92,"[1304.3260869565217, 1480.9420289855072]"
65,1.4687999999999999,2.4,"[1844.3856209150324, 1467.503267973856]"
66,0.576,2.16,"[505.5166666666666, 1466.0666666666666]"
67,4.6368,4.8,"[1797.8964803312629, 1467.151138716356]"
68,2.3903999999999996,3.36,"[1881.8393574297188, 1457.144578313253]"
69,69.63839999999999,10.799999999999999,"[1267.6275158533222, 1468.95023435346]"
70,2.88,4.08,"[36.516666666666666, 1453.9766666666665]"
71,118.42559999999999,15.36,"[482.07571335927366, 1455.8207684824902]"
72,3.2255999999999996,3.84,"[759.4255952380952, 1423.407738095238]"
73,0.6911999999999999,2.16,"[722.3194444444443, 1416.8194444444443]"
74,18.863999999999997,6.96,"[908.6610687022901, 1424.8127226463102]"
