Total Area,Average Area,Std of Area,Average Diameter,Std of Diameter,Ratio of particles
52913.46239999999,16.122322486288844,49.166767090174226,4.676928702010969,4.198172415165643,0.2190200090408325
No.,Area,Diameter,Location
232,0.6623999999999999,1.68,"[1018.6811594202898, 1876.8985507246375]"
233,3.7151999999999994,2.88,"[2039.062015503876, 1877.956072351421]"
234,8.899199999999999,4.08,"[1435.8198489751887, 1881.621359223301]"
235,1.9584,2.4,"[1133.5196078431372, 1874.8333333333333]"
236,0.5471999999999999,1.92,"[299.43859649122805, 1874.842105263158]"
237,2.8224,3.36,"[102.38775510204081, 1876.6972789115644]"
238,0.7488,1.92,"[49.25641025641025, 1876.1153846153845]"
239,8.1504,4.56,"[2021.3368669022377, 1879.7726737338044]"
240,8.351999999999999,6.0,"[1547.2770114942527, 1879.2919540229884]"
241,0.9216,2.16,"[1116.2916666666665, 1875.34375]"
242,6.911999999999999,4.56,"[548.8041666666667, 1881.6375]"
243,1.3536,2.4,"[1488.2482269503544, 1874.8936170212767]"
244,16.185599999999997,6.72,"[1234.9270462633451, 1880.6642941874256]"
245,4.2048,3.5999999999999996,"[1754.5593607305937, 1873.98401826484]"
246,5.9904,4.56,"[1074.7628205128206, 1874.3573717948716]"
247,3.888,3.5999999999999996,"[920.5728395061728, 1873.18024691358]"
248,2.5919999999999996,2.16,"[862.9, 1870.5148148148146]"
249,13.017599999999998,4.8,"[1267.5206489675516, 1874.0641592920354]"
250,1.2384,3.36,"[1154.6976744186047, 1874.2170542635658]"
251,1.2096,2.4,"[1595.7698412698412, 1869.7777777777776]"
252,183.25439999999998,24.24,"[1483.0411231599348, 1933.7168002514536]"
253,20.88,6.72,"[705.8910344827586, 1877.0335632183908]"
254,0.5184,1.44,"[1562.7407407407406, 1864.796296296296]"
255,0.8063999999999999,1.92,"[1397.4166666666665, 1865.3690476190475]"
256,0.6335999999999999,1.44,"[581.530303030303, 1866.333333333333]"
257,8.207999999999998,4.32,"[280.31929824561405, 1870.6280701754386]"
258,0.6623999999999999,1.68,"[52.4927536231884, 1866.0724637681158]"
259,9.792,5.76,"[960.5107843137254, 1872.543137254902]"
260,49.017599999999995,12.24,"[881.7459851155503, 1889.7301214257734]"
261,1.9584,3.36,"[2014.8039215686274, 1866.8725490196077]"
262,0.7488,1.68,"[886.3589743589744, 1863.0897435897434]"
263,2.448,3.12,"[788.0078431372548, 1865.8313725490195]"
264,1.8432,2.4,"[267.68229166666663, 1864.7916666666665]"
265,45.9648,10.32,"[1048.5238095238096, 1884.1484962406016]"
266,0.8639999999999999,2.16,"[996.7666666666667, 1860.3444444444442]"
267,10.8864,5.76,"[146.41358024691357, 1869.962962962963]"
268,5.2416,3.5999999999999996,"[1357.8791208791208, 1865.1410256410254]"
269,4.6944,3.36,"[2033.079754601227, 1862.7484662576687]"
270,1.8432,3.12,"[571.7708333333333, 1861.6354166666665]"
271,43.7472,8.16,"[1858.864165020847, 1871.5551898178624]"
272,91.872,15.36,"[620.1555903866248, 1877.5774294670846]"
273,9.705599999999999,4.32,"[1428.295746785361, 1861.2502472799206]"
274,4.5504,3.5999999999999996,"[543.6139240506329, 1862.012658227848]"
275,7.5744,3.84,"[1741.0557667934092, 1857.8960709759187]"
276,1.5552,2.4,"[1130.641975308642, 1853.3209876543208]"
277,1.44,2.16,"[304.8933333333333, 1853.18]"
278,0.6623999999999999,2.16,"[1817.0724637681158, 1851.2608695652175]"
279,10.137599999999999,4.56,"[1476.3342803030303, 1857.0179924242423]"
280,0.5184,1.44,"[1609.537037037037, 1849.4259259259259]"
281,12.499199999999998,5.04,"[1018.7672811059908, 1858.0875576036867]"
282,3.6576,3.36,"[930.0787401574803, 1852.8451443569552]"
283,2.16,2.4,"[294.4622222222222, 1851.6311111111108]"
284,9.792,5.279999999999999,"[75.35, 1857.499019607843]"
285,0.8351999999999999,2.16,"[566.2873563218391, 1849.9770114942528]"
286,1.5263999999999998,2.4,"[378.1132075471698, 1852.2075471698113]"
287,2.4768,3.36,"[268.27906976744185, 1852.6666666666665]"
288,191.51999999999998,23.759999999999998,"[1662.7978947368422, 1899.5991979949874]"
289,20.16,9.36,"[1899.4271428571428, 1864.130952380952]"
290,4.377599999999999,4.32,"[775.438596491228, 1855.8201754385962]"
291,6.739199999999999,3.84,"[2003.4344729344728, 1849.4529914529915]"
292,8.0352,4.08,"[147.9605734767025, 1848.0633213859019]"
293,1.5839999999999999,2.4,"[120.44848484848484, 1846.4606060606059]"
294,1.44,1.92,"[850.1333333333333, 1844.76]"
295,24.3936,8.64,"[671.1951987406532, 1857.3719008264463]"
296,1.0368,2.4,"[2031.3055555555557, 1843.7777777777778]"
297,0.8351999999999999,1.92,"[1609.0919540229884, 1843.1839080459768]"
298,14.169599999999999,5.04,"[1039.1409214092141, 1849.5975609756097]"
299,6.3936,5.04,"[1401.337837837838, 1851.8858858858857]"
300,1.9007999999999998,3.36,"[1948.580808080808, 1844.3484848484848]"
301,5.299199999999999,4.56,"[1445.3695652173913, 1849.1503623188403]"
302,0.576,1.68,"[520.6333333333333, 1841.6333333333332]"
303,17.9136,6.0,"[974.6345123258305, 1850.2175777063235]"
304,0.5184,1.68,"[1890.4444444444443, 1838.3148148148148]"
305,0.576,1.92,"[583.5333333333333, 1837.2]"
306,0.6911999999999999,2.4,"[59.916666666666664, 1838.9027777777776]"
307,1.7567999999999997,1.92,"[206.44808743169398, 1837.7377049180327]"
308,0.6335999999999999,1.44,"[1867.8181818181818, 1835.333333333333]"
309,17.1936,5.76,"[642.9430485762144, 1843.068676716918]"
310,39.2256,8.4,"[31.27141458639256, 1849.1541850220265]"
311,2.9088,3.36,"[367.17161716171614, 1838.1155115511551]"
312,0.7776,2.4,"[839.7037037037037, 1835.6913580246912]"
313,3.888,4.56,"[1426.0592592592593, 1839.2938271604937]"
314,0.72,2.4,"[1440.96, 1833.4133333333332]"
315,7.027199999999999,4.08,"[932.9453551912568, 1834.6680327868853]"
316,100.6848,19.2,"[499.6863081617086, 1869.6320556826847]"
317,0.6335999999999999,1.92,"[1057.2727272727273, 1829.8484848484848]"
318,1.2096,1.68,"[457.57142857142856, 1828.8730158730157]"
319,14.831999999999999,6.96,"[1699.009708737864, 1838.2970873786408]"
320,3.5423999999999998,3.12,"[1015.5284552845528, 1831.981029810298]"
321,5.5584,3.5999999999999996,"[1957.5129533678758, 1831.4974093264248]"
322,132.5376,13.68,"[1183.1008257279443, 1850.5730841663042]"
323,27.244799999999998,8.16,"[605.7470049330514, 1836.169133192389]"
324,2.8511999999999995,2.6399999999999997,"[16.538720538720536, 1828.1919191919192]"
325,1.6992,2.4,"[1478.954802259887, 1825.6101694915253]"
326,32.687999999999995,11.28,"[1112.4663729809104, 1849.7541850220264]"
327,0.9503999999999999,1.68,"[308.2929292929293, 1825.4949494949494]"
328,50.889599999999994,8.879999999999999,"[1640.811733635163, 1837.309186945859]"
329,3.3695999999999997,3.12,"[990.3247863247864, 1824.7264957264956]"
330,2.88,2.88,"[1909.56, 1824.57]"
331,5.0687999999999995,3.5999999999999996,"[1665.4450757575758, 1826.1079545454545]"
332,4.752,3.12,"[1379.2464646464646, 1825.3454545454545]"
333,0.6623999999999999,1.92,"[855.7971014492753, 1821.0579710144925]"
334,1.4687999999999999,2.16,"[1984.3856209150324, 1822.0261437908496]"
335,1.152,1.92,"[1925.5, 1820.8583333333331]"
336,79.0272,15.6,"[249.0334062196307, 1851.0189504373177]"
337,3.3695999999999997,3.5999999999999996,"[196.39886039886036, 1826.4188034188035]"
338,1.3247999999999998,2.88,"[2045.7028985507245, 1824.210144927536]"
339,14.975999999999999,6.24,"[1506.0076923076922, 1827.9314102564101]"
340,1.5552,1.92,"[325.4012345679012, 1820.4567901234566]"
341,17.3376,6.96,"[227.21760797342193, 1826.5963455149501]"
342,104.4576,15.84,"[812.2962962962963, 1855.2956529730723]"
343,2.1887999999999996,3.12,"[646.4605263157895, 1819.0745614035086]"
344,17.8848,6.24,"[1822.0322061191625, 1828.1717659688672]"
345,2.4768,3.12,"[1426.8953488372092, 1819.7868217054263]"
346,196.01279999999997,18.72,"[728.7127044764422, 1841.418209423058]"
347,0.72,1.68,"[1830.9466666666665, 1815.8266666666666]"
348,3.7151999999999994,3.12,"[998.2764857881136, 1816.7519379844962]"
349,7.631999999999999,5.04,"[181.3081761006289, 1821.1295597484277]"
350,11.721599999999999,5.76,"[674.4021294021293, 1821.5561015561013]"
351,208.33919999999998,23.759999999999998,"[425.21067182748135, 1867.5260805455719]"
352,1.1232,2.4,"[1689.2820512820513, 1814.7521367521367]"
353,1.152,2.16,"[869.2833333333332, 1814.1083333333331]"
354,2.3615999999999997,2.4,"[620.8658536585366, 1814.7276422764226]"
355,9.1008,4.32,"[2029.2943037974683, 1816.9957805907172]"
356,1.2096,2.4,"[1149.5714285714287, 1815.0158730158728]"
357,0.6048,1.44,"[1202.031746031746, 1811.2222222222222]"
358,2.2464,2.4,"[1116.7692307692307, 1814.1837606837605]"
359,2.448,2.6399999999999997,"[973.18431372549, 1814.3019607843137]"
360,12.1824,6.24,"[575.3144208037825, 1820.4649330181244]"
361,4.0607999999999995,3.12,"[120.64302600472811, 1813.5744680851064]"
362,10.9728,5.279999999999999,"[782.0174978127733, 1815.4899387576552]"
363,4.6655999999999995,3.36,"[1368.954732510288, 1811.0555555555557]"
364,9.993599999999999,4.32,"[397.35926993275694, 1812.2699327569644]"
365,0.9216,2.6399999999999997,"[920.28125, 1806.9270833333333]"
366,18.9216,5.52,"[899.9832572298326, 1813.686960933536]"
367,2.304,2.6399999999999997,"[241.70416666666665, 1807.2541666666664]"
368,5.616,4.08,"[195.4273504273504, 1810.1863247863246]"
369,2.304,2.16,"[2043.6666666666665, 1806.9083333333333]"
370,1.1232,2.16,"[957.0085470085469, 1805.8034188034187]"
371,9.302399999999999,5.279999999999999,"[469.91434468524244, 1810.7254901960782]"
372,11.318399999999999,5.04,"[1460.2832909245121, 1811.559796437659]"
373,0.5184,1.44,"[1265.2592592592591, 1803.3703703703702]"
